Time Series Search Export,Search term,Search filters,,Last update of Credit to the non-financial sector data,Downloaded at,Source,Source URL,Download URL,About Credit to the non-financial sector
,,,,2025-06-16,2025-06-23 17:01 CEST,BIS,"https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.USD.A?","https://data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.USD.A?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/TOTAL_CREDIT

DATAFLOW_ID,KEY,FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1980-09-30,F,,A,1486.05
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1980-12-31,F,,A,1533.11
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1981-03-31,F,,A,1543.16
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1981-06-30,F,,A,1581.18
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1981-09-30,F,,A,1619.68
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1981-12-31,F,,A,1643.76
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1982-03-31,F,,A,1655.93
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1982-06-30,F,,A,1681.95
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1982-09-30,F,,A,1691.01
"BIS,WS_TC,2.0",Q.US.P.B.M.USD.A,Q,US,P,B,M,USD,A,US dollar,Billions,1982-12-31,F,,A,1696.33
